"id_tarif_inacbg","kd_inacbg","uraian","kelas","tipe_rs","tarif"
"1088","G-4-10-II ","KECEDERAAN & GANGGUAN TULANG BELAKANG SEDANG","III","B","5072200"
"1057","G-2-10-0  ","PROSEDUR KRANIOTOMI","","C","5381000"
"1060","G-2-12-0  ","PROSEDUR PADA PEMBULUH DARAH EKSTRAKRANIAL","","C","2157700"
"1062","G-2-13-0  ","PROSEDUR CARPAL TUNNEL RELEASE","","B","560900"
"2055","I-4-21-II ","SYNCOPE & COLLAPSE SEDANG","KELAS 2","C","3475000"
"1064","G-2-21-0  ","PROSEDUR BESAR PADA SARAF PERIFER","","C","908900"
"1066","G-2-22-0  ","PROSEDUR KECIL PADA SARAF PERIFER","","B","790700"
"1068","G-2-31-0  ","PROSEDUR BESAR PADA TULANG BELAKANG","","C","1156600"
"1070","G-2-32-0  ","PROSEDUR KECIL PADA TULANG BELAKANG","","B","748900"
"1072","G-3-10-0  ","PROSEDUR TAP & INJEKSI PADA SPINAL","","C","424400"
"1074","G-3-11-0  ","PROSEDUR INJEKSI PADA SARAF PERIFER","","C","320500"
"1076","G-3-12-0  ","PROSEDUR PEMERIKSAAN NEUROLOGIS LAIN","","B","522400"
"1078","G-3-13-0  ","PROSEDUR ELEKROENSEFALOGRAFI (EEG)","","C","285300"
"1087","G-4-10-II ","KECEDERAAN & GANGGUAN TULANG BELAKANG SEDANG","II","C","4655500"
"1085","G-4-10-I  ","KECEDERAAN & GANGGUAN TULANG BELAKANG RINGAN","I","B","5809500"
"2048","I-4-21-I  ","SYNCOPE & COLLAPSE RINGAN","KELAS 3","C","2285600"
"1097","G-4-10-III","KECEDERAAN & GANGGUAN TULANG BELAKANG BERAT","I","B","10045300"
"1090","G-4-10-II ","KECEDERAAN & GANGGUAN TULANG BELAKANG SEDANG","II","B","6086700"
"1092","G-4-10-III","KECEDERAAN & GANGGUAN TULANG BELAKANG BERAT","III","C","5323400"
"1917","I-4-13-III","THROMBOPHLEBITIS DALAM PEMBULUH DARAH VENA BERAT","II","C","8164800"
"1094","G-4-10-III","KECEDERAAN & GANGGUAN TULANG BELAKANG BERAT","III","B","7175200"
"1924","I-4-14-I  ","CARDIAC ARREST, TIDAK DIKETAHUI RINGAN","III","B","3265100"
"1915","I-4-13-II ","THROMBOPHLEBITIS DALAM PEMBULUH DARAH VENA SEDANG","I","B","8910800"
"1930","I-4-14-II ","CARDIAC ARREST, TIDAK DIKETAHUI SEDANG","I","C","3616600"
"1928","I-4-14-II ","CARDIAC ARREST, TIDAK DIKETAHUI SEDANG","III","C","2583300"
"1938","I-4-14-III","CARDIAC ARREST, TIDAK DIKETAHUI BERAT","II","B","7104800"
"1936","I-4-14-III","CARDIAC ARREST, TIDAK DIKETAHUI BERAT","III","B","5920700"
"1945","I-4-15-I  ","GANGUAN PEMBULUH DARAH PERIFER LAIN-LAIN (RINGAN)","I","C","6020600"
"1941","I-4-15-I  ","GANGUAN PEMBULUH DARAH PERIFER LAIN-LAIN (RINGAN)","III","B","4390900"
"1943","I-4-15-I  ","GANGUAN PEMBULUH DARAH PERIFER LAIN-LAIN (RINGAN)","II","B","5269100"
"1947","I-4-15-II ","GANGUAN PEMBULUH DARAH PERIFER LAIN-LAIN (SEDANG)","III","C","5850400"
"1954","I-4-15-III","GANGUAN PEMBULUH DARAH PERIFER LAIN-LAIN (BERAT)","II","C","8424600"
"1950","I-4-15-II ","GANGUAN PEMBULUH DARAH PERIFER LAIN-LAIN (SEDANG)","I","C","8190600"
"1952","I-4-15-III","GANGUAN PEMBULUH DARAH PERIFER LAIN-LAIN (BERAT)","III","C","7020500"
"1962","I-4-16-I  ","ATHEROSKLEROSIS RINGAN","I","C","2206700"
"1958","I-4-16-I  ","ATHEROSKLEROSIS RINGAN","III","C","1576200"
"1960","I-4-16-I  ","ATHEROSKLEROSIS RINGAN","II","C","1891400"
"1970","I-4-16-III","ATHEROSKLEROSIS BERAT","III","C","3037200"
"1965","I-4-16-II ","ATHEROSKLEROSIS SEDANG","II","C","3037200"
"1963","I-4-16-I  ","ATHEROSKLEROSIS RINGAN","I","B","2974300"
"1967","I-4-16-II ","ATHEROSKLEROSIS SEDANG","I","C","3543400"
"1977","I-4-17-I  ","HIPERTENSI RINGAN","II","C","2129300"
"1969","I-4-16-II ","ATHEROSKLEROSIS SEDANG","I","B","4776000"
"1972","I-4-16-III","ATHEROSKLEROSIS BERAT","I","C","4252000"
"1978","I-4-17-I  ","HIPERTENSI RINGAN","III","B","1867800"
"1975","I-4-16-III","ATHEROSKLEROSIS BERAT","I","B","5731200"
"1980","I-4-17-I  ","HIPERTENSI RINGAN","I","C","2484200"
"1990","I-4-17-III","HIPERTENSI BERAT","II","C","2974700"
"1984","I-4-17-II ","HIPERTENSI SEDANG","III","B","2174500"
"1981","I-4-17-I  ","HIPERTENSI RINGAN","I","B","2614900"
"1987","I-4-17-II ","HIPERTENSI SEDANG","I","B","3044300"
"1989","I-4-17-III","HIPERTENSI BERAT","III","B","2609400"
"1992","I-4-17-III","HIPERTENSI BERAT","I","C","3470500"
"2000","I-4-18-II ","GANGUAN KATUP JANTUNG KONGENITAL SEDANG","III","C","4629000"
"1998","I-4-18-I  ","GANGUAN KATUP JANTUNG KONGENITAL RINGAN","II","B","4769900"
"1993","I-4-17-III","HIPERTENSI BERAT","I","B","3653100"
"1015","G-1-13-III","PROSEDUR CARPAL TUNNEL RELEASE BERAT","II","C","8110900"
"1002","G-1-13-I  ","PROSEDUR CARPAL TUNNEL RELEASE RINGAN","III","C","1115400"
"1003","G-1-13-I  ","PROSEDUR CARPAL TUNNEL RELEASE RINGAN","I","C","1561600"
"1007","G-1-13-I  ","PROSEDUR CARPAL TUNNEL RELEASE RINGAN","I","B","2041700"
"1919","I-4-13-III","THROMBOPHLEBITIS DALAM PEMBULUH DARAH VENA BERAT","I","C","9525600"
"1005","G-1-13-I  ","PROSEDUR CARPAL TUNNEL RELEASE RINGAN","III","B","1458300"
"1921","I-4-13-III","THROMBOPHLEBITIS DALAM PEMBULUH DARAH VENA BERAT","I","B","12839200"
"1926","I-4-14-I  ","CARDIAC ARREST, TIDAK DIKETAHUI RINGAN","II","B","3918100"
"2119","I-4-24-III","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (BERAT)","KELAS 1","B","11163400"
"2123","J-1-01-I  ","PROSEDUR VENTILASI MEKANIKAL LONG TERM DENGAN TRAKEOSTOMI RINGAN","KELAS 1","C","57024900"
"2113","I-4-24-II ","DIAGNOSIS SISTEM PEMBULUH DARAH LAIN-LAIN (SEDANG)","KELAS 1","B","8829600"
"1112","G-4-11-III","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF BERAT","III","B","8741000"
"1109","G-4-11-II ","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF SEDANG","I","B","8328500"
"1119","G-4-12-I  ","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR RINGAN","I","C","5160400"
"1114","G-4-11-III","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF BERAT","II","B","10489200"
"1116","G-4-12-I  ","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR RINGAN","III","C","3686000"
"1123","G-4-12-II ","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR SEDANG","II","C","5586800"
"1124","G-4-12-II ","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR SEDANG","III","B","6086900"
"1121","G-4-12-I  ","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR RINGAN","I","B","6955500"
"1133","G-4-12-III","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR BERAT","I","B","12376700"
"1126","G-4-12-II ","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR SEDANG","II","B","7304300"
"1128","G-4-12-III","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR BERAT","III","C","6761800"
"1132","G-4-12-III","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR BERAT","II","B","10608600"
"1130","G-4-12-III","SKLEROSIS MULTIPLE & ATAXIA CEREBELAR BERAT","III","B","8840500"
"1135","G-4-13-I  ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK RINGAN","III","B","2894900"
"1136","G-4-13-I  ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK RINGAN","II","C","2657100"
"1137","G-4-13-I  ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK RINGAN","I","C","3099900"
"1146","G-4-13-III","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK BERAT","III","C","4579400"
"1138","G-4-13-I  ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK RINGAN","II","B","3473900"
"1139","G-4-13-I  ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK RINGAN","I","B","4052900"
"1141","G-4-13-II ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK SEDANG","II","C","4633400"
"1143","G-4-13-II ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK SEDANG","I","C","5405600"
"1144","G-4-13-II ","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK SEDANG","II","B","6057800"
"1155","G-4-14-I  ","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK RINGAN","I","C","5258600"
"1150","G-4-13-III","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK BERAT","II","B","7184700"
"1148","G-4-13-III","PERDARAHAN INTRA KRANIAL BUKAN TRAUMATIK BERAT","III","B","5987300"
"1152","G-4-14-I  ","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK RINGAN","III","C","3756200"
"1162","G-4-14-II ","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK SEDANG","II","B","8122300"
"1158","G-4-14-II ","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK SEDANG","III","C","5021700"
"1157","G-4-14-I  ","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK RINGAN","I","B","6875300"
"1163","G-4-14-II ","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK SEDANG","I","B","9476000"
"1160","G-4-14-II ","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK SEDANG","III","B","6768600"
"1176","G-4-15-II ","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK SEDANG","III","C","3662800"
"1165","G-4-14-III","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK BERAT","II","C","7563400"
"1167","G-4-14-III","KECEDERAAN PEMBULUH DARAH OTAK DENGAN INFARK BERAT","I","C","8824000"
"1174","G-4-15-I  ","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK RINGAN","II","B","4815200"
"1173","G-4-15-I  ","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK RINGAN","I","C","4296800"
"1175","G-4-15-I  ","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK RINGAN","I","B","5617700"
"1183","G-4-15-III","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK BERAT","II","C","6203700"
"1178","G-4-15-II ","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK SEDANG","I","C","5128000"
"1179","G-4-15-II ","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK SEDANG","III","B","4788900"
"1185","G-4-15-III","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK BERAT","I","C","7237700"
"1188","G-4-16-I  ","ISKEMIK TRANSIENT RINGAN","III","C","2530100"
"1186","G-4-15-III","KECEDERAAN PEMBULUH DARAH OTAK NON SPESIFIK & PENYUMBATAN PRE-CEREBRAL TANPA INFARK BERAT","II","B","8110900"
"1191","G-4-16-I  ","ISKEMIK TRANSIENT RINGAN","I","C","3542100"
"1198","G-4-16-II ","ISKEMIK TRANSIENT SEDANG","II","B","5270000"
"1196","G-4-16-II ","ISKEMIK TRANSIENT SEDANG","III","B","4391700"
"1193","G-4-16-I  ","ISKEMIK TRANSIENT RINGAN","I","B","4631000"
"1203","G-4-16-III","ISKEMIK TRANSIENT BERAT","I","C","6696900"
"1200","G-4-16-III","ISKEMIK TRANSIENT BERAT","III","C","4783500"
"1207","G-4-17-I  ","GANGUAN PERSARAFAN KRANIAL DAN PERIFER RINGAN","II","C","4043900"
"1212","G-4-17-II ","GANGUAN PERSARAFAN KRANIAL DAN PERIFER SEDANG","III","C","4418700"
"1205","G-4-16-III","ISKEMIK TRANSIENT BERAT","I","B","8755700"
"1208","G-4-17-I  ","GANGUAN PERSARAFAN KRANIAL DAN PERIFER RINGAN","I","C","4717800"
"1216","G-4-17-II ","GANGUAN PERSARAFAN KRANIAL DAN PERIFER SEDANG","II","B","6932500"
"1217","G-4-17-II ","GANGUAN PERSARAFAN KRANIAL DAN PERIFER SEDANG","I","B","8087900"
"1214","G-4-17-II ","GANGUAN PERSARAFAN KRANIAL DAN PERIFER SEDANG","III","B","5777100"
"1226","G-4-18-I  ","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN RINGAN","III","B","4339100"
"1219","G-4-17-III","GANGUAN PERSARAFAN KRANIAL DAN PERIFER BERAT","II","C","6662700"
"1221","G-4-17-III","GANGUAN PERSARAFAN KRANIAL DAN PERIFER BERAT","I","C","7773100"
"1228","G-4-18-I  ","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN RINGAN","II","B","5206900"
"1223","G-4-17-III","GANGUAN PERSARAFAN KRANIAL DAN PERIFER BERAT","I","B","10477100"
"1229","G-4-18-I  ","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN RINGAN","I","B","6074800"
"1231","G-4-18-II ","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN SEDANG","II","C","5323500"
"1233","G-4-18-II ","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN SEDANG","I","C","6210700"
"1234","G-4-18-II ","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN SEDANG","II","B","6960100"
"1102","G-4-11-I  ","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF RINGAN","II","B","5374000"
"1104","G-4-11-II ","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF SEDANG","III","C","4413600"
"1107","G-4-11-II ","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF SEDANG","I","C","6179000"
"1111","G-4-11-III","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF BERAT","II","C","7782100"
"1106","G-4-11-II ","TUMOR SISTEM PERSARAFAN & GANGGUAN DEGENERATIF SEDANG","III","B","5948900"
"2065","I-4-21-III","SYNCOPE & COLLAPSE BERAT","KELAS 1","B","7887500"
"2067","I-4-22-I  ","KARDIOMIOPATHI RINGAN","KELAS 3","B","3107600"
"2060","I-4-21-III","SYNCOPE & COLLAPSE BERAT","KELAS 3","C","4179900"
"2062","I-4-21-III","SYNCOPE & COLLAPSE BERAT","KELAS 1","C","5851800"
"1245","G-4-19-I  ","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) RINGAN","I","C","3876500"
"1247","G-4-19-I  ","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) RINGAN","I","B","5068300"
"1251","G-4-19-II ","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) SEDANG","I","C","6552300"
"1250","G-4-19-II ","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) SEDANG","III","B","6119000"
"1254","G-4-19-III","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) BERAT","III","C","6144900"
"1253","G-4-19-II ","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) SEDANG","I","B","8566700"
"1257","G-4-19-III","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) BERAT","I","C","8602900"
"1256","G-4-19-III","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) BERAT","III","B","8034000"
"1266","G-4-20-II ","MENINGITIS VIRUS SEDANG","III","C","2738400"
"1259","G-4-19-III","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) BERAT","I","B","11247600"
"1263","G-4-20-I  ","MENINGITIS VIRUS RINGAN","I","C","2711800"
"1276","G-4-20-III","MENINGITIS VIRUS BERAT","II","B","7096400"
"1268","G-4-20-II ","MENINGITIS VIRUS SEDANG","I","C","3833700"
"1278","G-4-21-I  ","KOMA & STUPOR NON TRAUMA (RINGAN)","III","C","2017100"
"1271","G-4-20-II ","MENINGITIS VIRUS SEDANG","I","B","5012300"
"1293","G-4-21-III","KOMA & STUPOR NON TRAUMA (BERAT)","I","C","5617100"
"1282","G-4-21-I  ","KOMA & STUPOR NON TRAUMA (RINGAN)","II","B","3164700"
"1280","G-4-21-I  ","KOMA & STUPOR NON TRAUMA (RINGAN)","III","B","2637200"
"1286","G-4-21-II ","KOMA & STUPOR NON TRAUMA (SEDANG)","III","B","4463500"
"1288","G-4-21-II ","KOMA & STUPOR NON TRAUMA (SEDANG)","II","B","5356300"
"1297","G-4-22-I  ","SERANGAN KEJANG RINGAN","III","B","2601700"
"1291","G-4-21-III","KOMA & STUPOR NON TRAUMA (BERAT)","II","C","4814700"
"1305","G-4-22-II ","SERANGAN KEJANG SEDANG","II","B","3989000"
"1295","G-4-21-III","KOMA & STUPOR NON TRAUMA (BERAT)","I","B","7571100"
"1300","G-4-22-I  ","SERANGAN KEJANG RINGAN","I","B","3642400"
"1316","G-4-23-I  ","MIGREN DAN SAKIT KEPALA LAIN (RINGAN)","III","B","2596100"
"1307","G-4-22-II ","SERANGAN KEJANG SEDANG","I","B","4653900"
"1318","G-4-23-I  ","MIGREN DAN SAKIT KEPALA LAIN (RINGAN)","II","B","3115300"
"1312","G-4-22-III","SERANGAN KEJANG BERAT","I","C","5325700"
"1325","G-4-23-II ","MIGREN DAN SAKIT KEPALA LAIN (SEDANG","I","B","4560100"
"1320","G-4-23-II ","MIGREN DAN SAKIT KEPALA LAIN (SEDANG","III","C","2491300"
"1324","G-4-23-II ","MIGREN DAN SAKIT KEPALA LAIN (SEDANG","II","B","3908600"
"1322","G-4-23-II ","MIGREN DAN SAKIT KEPALA LAIN (SEDANG","III","B","3257200"
"1334","G-4-24-I  ","TRAUMA KEPALA RINGAN","III","B","2981100"
"1327","G-4-23-III","MIGREN DAN SAKIT KEPALA LAIN (BERAT)","II","C","4256400"
"1331","G-4-23-III","MIGREN DAN SAKIT KEPALA LAIN (BERAT)","I","B","6492400"
"1336","G-4-24-I  ","TRAUMA KEPALA RINGAN","II","B","3577300"
"1341","G-4-24-II ","TRAUMA KEPALA SEDANG","I","C","3868500"
"1344","G-4-24-III","TRAUMA KEPALA BERAT","III","C","4603400"
"1339","G-4-24-II ","TRAUMA KEPALA SEDANG","II","C","3315900"
"1377","G-4-26-II ","GANGUAN-PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (SEDANG)","II","B","5057400"
"1349","G-4-24-III","TRAUMA KEPALA BERAT","I","B","8686700"
"1346","G-4-24-III","TRAUMA KEPALA BERAT","III","B","6204800"
"1358","G-4-25-II ","GEGAR OTAK SEDANG","III","B","3124700"
"1355","G-4-25-I  ","GEGAR OTAK RINGAN","I","B","3459200"
"1359","G-4-25-II ","GEGAR OTAK SEDANG","I","C","3345900"
"1364","G-4-25-III","GEGAR OTAK BERAT","III","B","4140800"
"1361","G-4-25-II ","GEGAR OTAK SEDANG","I","B","4374600"
"1372","G-4-26-I  ","GANGUAN-PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (RINGAN)","I","C","4181100"
"1375","G-4-26-II ","GANGUAN-PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (SEDANG)","III","B","4214500"
"1378","G-4-26-II ","GANGUAN-PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (SEDANG)","I","C","4863900"
"1380","G-4-26-III","GANGUAN-PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (BERAT)","III","C","5195000"
"1387","H-1-20-I  ","PROSEDUR EKTRAOKULER DAN MATA RINGAN","II","C","5119000"
"1383","G-4-26-III","GANGUAN-PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (BERAT)","I","C","7273000"
"1382","G-4-26-III","GANGUAN-PENYAKIT SISTEM PERSARAFAN LAIN-LAIN (BERAT)","III","B","6112900"
"1389","H-1-20-I  ","PROSEDUR EKTRAOKULER DAN MATA RINGAN","III","B","9974600"
"1391","H-1-20-I  ","PROSEDUR EKTRAOKULER DAN MATA RINGAN","I","B","13964400"
"1393","H-1-20-II ","PROSEDUR EKTRAOKULER DAN MATA SEDANG","II","C","6525500"
"1395","H-1-20-II ","PROSEDUR EKTRAOKULER DAN MATA SEDANG","III","B","11023500"
"1397","H-1-20-II ","PROSEDUR EKTRAOKULER DAN MATA SEDANG","I","B","15433000"
"1399","H-1-20-III","PROSEDUR EKTRAOKULER DAN MATA BERAT","II","C","8874100"
"1404","H-1-30-I  ","PROSEDUR LENSA DAN INTRA OKULER RINGAN","III","C","6490900"
"1400","H-1-20-III","PROSEDUR EKTRAOKULER DAN MATA BERAT","I","C","10353100"
"1402","H-1-20-III","PROSEDUR EKTRAOKULER DAN MATA BERAT","II","B","17989500"
"1408","H-1-30-I  ","PROSEDUR LENSA DAN INTRA OKULER RINGAN","I","C","9087300"
"1412","H-1-30-II ","PROSEDUR LENSA DAN INTRA OKULER SEDANG","II","C","9677200"
"1410","H-1-30-II ","PROSEDUR LENSA DAN INTRA OKULER SEDANG","III","C","8064300"
"1414","H-1-30-II ","PROSEDUR LENSA DAN INTRA OKULER SEDANG","I","C","11290100"
"1416","H-1-30-III","PROSEDUR LENSA DAN INTRA OKULER BERAT","III","C","11295400"
"1418","H-1-30-III","PROSEDUR LENSA DAN INTRA OKULER BERAT","II","C","13554400"
"1421","H-1-30-III","PROSEDUR LENSA DAN INTRA OKULER BERAT","I","B","17790200"
"1238","G-4-18-III","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN BERAT","III","B","6489800"
"1261","G-4-20-I  ","MENINGITIS VIRUS RINGAN","II","C","2324400"
"1424","H-2-22-0  ","PROSEDUR SEDANG PADA MATA","","B","1236000"
"1427","H-2-23-0  ","PROSEDUR KECIL PADA MATA","","B","706300"
"1239","G-4-18-III","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN BERAT","I","C","6949300"
"1241","G-4-18-III","INFEKSI TUBERKULOSA DAN BAKTERI SISTEM PERSARAFAN BERAT","I","B","9085800"
"1248","G-4-19-II ","INFEKSI NON BAKTERI SISTEM PERSARAFAN (TIDAK TERMASUK MENINGITIS VIRUS) SEDANG","III","C","4680200"
"2149","J-1-02-II ","PROSEDUR VENTILASI MEKANIKAL LONG TERM TANPA TRAKEOSTOMI SEDANG","KELAS 1","B","55089000"
"2153","J-1-02-III","PROSEDUR VENTILASI MEKANIKAL LONG TERM TANPA TRAKEOSTOMI BERAT","KELAS 1","C","69580000"
"2173","J-1-10-III","PROSEDUR SISTEM PERNAFASAN KOMPLEKS BERAT","KELAS 1","B","26047200"
"2144","J-1-02-II ","PROSEDUR VENTILASI MEKANIKAL LONG TERM TANPA TRAKEOSTOMI SEDANG","KELAS 3","C","30096700"
"1434","H-2-34-0  ","PROSEDUR BESAR PADA SEGMEN POSTERIOR MATA","","C","2149600"
"1436","H-2-35-0  ","PROSEDUR KECIL PADA SEGMEN POSTERIOR MATA","","C","1488200"
"1439","H-2-36-0  ","PROSEDUR OPERASI KATARAK","","C","3496200"
"1442","H-3-10-0  ","PROSEDUR LASER SEDANG PADA MATA","","B","660800"
"1444","H-3-11-0  ","PROSEDUR KECIL PADA EKTRAOKULER","","B","258400"
"1446","H-3-12-0  ","PROSEDUR LAIN-LAIN PADA MATA","","B","215300"
"1448","H-3-13-0  ","PROSEDUR DIAGNOSTIK & IMAGING PADA MATA","","C","240200"
"1452","H-4-10-I  ","INFEKSI MATA AKUT MAYOR (RINGAN)","III","B","3345100"
"1474","H-4-11-II ","GANGGUAN PERSARAFAN MATA SEDANG","III","C","2518700"
"1459","H-4-10-II ","INFEKSI MATA AKUT MAYOR (SEDANG)","I","C","4860000"
"1469","H-4-11-I  ","GANGGUAN PERSARAFAN MATA RINGAN","II","C","2649700"
"1461","H-4-10-II ","INFEKSI MATA AKUT MAYOR (SEDANG)","I","B","6354100"
"1467","H-4-10-III","INFEKSI MATA AKUT MAYOR (BERAT)","I","B","12489200"
"1471","H-4-11-I  ","GANGGUAN PERSARAFAN MATA RINGAN","I","C","3091300"
"1478","H-4-11-II ","GANGGUAN PERSARAFAN MATA SEDANG","II","B","3951600"
"1497","H-4-12-II ","GANGGUAN MATA LAIN-LAIN (SEDANG)","I","B","5869500"
"1476","H-4-11-II ","GANGGUAN PERSARAFAN MATA SEDANG","III","B","3293000"
"1482","H-4-11-III","GANGGUAN PERSARAFAN MATA BERAT","III","B","4715400"
"1484","H-4-11-III","GANGGUAN PERSARAFAN MATA BERAT","II","B","5658500"
"1486","H-4-12-I  ","GANGGUAN MATA LAIN-LAIN (RINGAN)","III","C","2603300"
"1488","H-4-12-I  ","GANGGUAN MATA LAIN-LAIN (RINGAN)","II","C","3124000"
"1501","H-4-12-III","GANGGUAN MATA LAIN-LAIN (BERAT)","III","B","7025900"
"1493","H-4-12-II ","GANGGUAN MATA LAIN-LAIN (SEDANG)","II","C","3732600"
"1499","H-4-12-III","GANGGUAN MATA LAIN-LAIN (BERAT)","II","C","6255100"
"1503","H-4-12-III","GANGGUAN MATA LAIN-LAIN (BERAT)","I","B","9836200"
"1505","I-1-01-I  ","PROSEDUR TRANPLANTASI PARU ATAU/DAN JANTUNG RINGAN","II","C","41960400"
"1510","I-1-01-II ","PROSEDUR TRANPLANTASI PARU ATAU/DAN JANTUNG SEDANG","III","C","35736200"
"1515","I-1-01-II ","PROSEDUR TRANPLANTASI PARU ATAU/DAN JANTUNG SEDANG","I","B","65411700"
"1514","I-1-01-II ","PROSEDUR TRANPLANTASI PARU ATAU/DAN JANTUNG SEDANG","II","B","56067100"
"1512","I-1-01-II ","PROSEDUR TRANPLANTASI PARU ATAU/DAN JANTUNG SEDANG","III","B","46722600"
"1522","I-1-02-I  ","PROSEDUR KATUP JANTUNG DENGAN KATETERISASI RINGAN","III","C","19399500"
"1517","I-1-01-III","PROSEDUR TRANPLANTASI PARU ATAU/DAN JANTUNG BERAT","II","C","67691000"
"1519","I-1-01-III","PROSEDUR TRANPLANTASI PARU ATAU/DAN JANTUNG BERAT","I","C","78972900"
"1526","I-1-02-I  ","PROSEDUR KATUP JANTUNG DENGAN KATETERISASI RINGAN","II","B","30436200"
"1531","I-1-02-II ","PROSEDUR KATUP JANTUNG DENGAN KATETERISASI SEDANG","I","C","35035200"
"1524","I-1-02-I  ","PROSEDUR KATUP JANTUNG DENGAN KATETERISASI RINGAN","III","B","25363500"
"1528","I-1-02-II ","PROSEDUR KATUP JANTUNG DENGAN KATETERISASI SEDANG","III","C","25025200"
